design_name,true_mean,pred_mean,model,source_path
s832,0.1781344355084002,0.1421634655135373,graph_model,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\data\wns_cross_validation_best_epoch_per_design_summary.csv
s832,0.0963238924741745,0.0270674359053373,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s832,0.0963238924741745,0.0230819508433341,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_074\design_metrics.csv
s838,0.0665799872949719,0.2507486475942035,graph_model,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\data\wns_cross_validation_best_epoch_per_design_summary.csv
s838,-0.0130551923066377,-0.1132337525486946,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s838,-0.0130551923066377,-0.1508558541536331,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_074\design_metrics.csv
s9234,0.0499178126454353,0.0028379884858926,graph_model,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\data\wns_cross_validation_best_epoch_per_design_summary.csv
s9234,-0.0447712615132331,-0.1182975471019744,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s9234,-0.0447712615132331,-0.1002397909760475,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_074\design_metrics.csv
s953,0.3390490553341806,0.2095355149979392,graph_model,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\data\wns_cross_validation_best_epoch_per_design_summary.csv
s953,0.2338241934776306,0.0426633358001709,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s953,0.2338241934776306,0.0435360930860042,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_074\design_metrics.csv
sasc,0.2026992542979618,0.1569570144017537,graph_model,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\data\wns_cross_validation_best_epoch_per_design_summary.csv
sasc,0.1124870255589485,0.1837822794914245,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
sasc,0.1124870255589485,0.188443586230278,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_074\design_metrics.csv
simple_spi,0.3033795279450714,0.3523377953097224,graph_model,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\data\wns_cross_validation_best_epoch_per_design_summary.csv
