design_name,fold,target,design_rows,r2,mae,rmse,true_min,true_max,true_mean,pred_mean,mean_error,model,source_path
s713,5,total_negative_slack_ns,288,0.4385566115379333,2.474781036376953,3.1281278133392334,-11.170372009277344,0.0,-2.920249938964844,-1.3243412971496582,1.595908761024475,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s713,5,total_negative_slack_ns,288,0.399471640586853,2.460392475128174,3.235178709030152,-11.170372009277344,0.0,-2.920249938964844,-5.302055835723877,-2.381805896759033,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_073\design_metrics.csv
s820,4,total_negative_slack_ns,288,-0.3942583799362182,1.8199408054351809,2.9474310874938965,-6.843706130981445,0.0,-1.6709110736846924,-0.0958504825830459,1.575060486793518,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s820,4,total_negative_slack_ns,288,0.6467032432556152,1.104387879371643,1.4836854934692385,-6.843706130981445,0.0,-1.6709110736846924,-2.7095143795013428,-1.0386033058166504,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_073\design_metrics.csv
s820a,3,total_negative_slack_ns,288,-1.228402614593506,3.1534080505371094,3.72622299194336,-6.843706130981445,0.0,-1.6709110736846924,1.481891393661499,3.1528024673461914,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s820a,3,total_negative_slack_ns,288,0.3648982644081116,1.64782977104187,1.9892696142196653,-6.843706130981445,0.0,-1.6709110736846924,-3.3162734508514404,-1.6453622579574585,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_073\design_metrics.csv
s832,2,total_negative_slack_ns,288,-0.6893595457077026,2.71964955329895,3.306772470474243,-6.867057800292969,0.0,-1.7138322591781616,0.900721788406372,2.6145541667938232,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s832,2,total_negative_slack_ns,288,-0.4449716806411743,2.245107650756836,3.0582497119903564,-6.867057800292969,0.0,-1.7138322591781616,-2.8646814823150635,-1.1508491039276123,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_073\design_metrics.csv
s832a,1,total_negative_slack_ns,288,-0.1400105953216552,2.177553415298462,2.7164251804351807,-6.867057800292969,0.0,-1.7138322591781616,0.140154629945755,1.853986978530884,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s832a,1,total_negative_slack_ns,288,0.1017203330993652,1.8971298933029173,2.411288022994995,-6.867057800292969,0.0,-1.7138322591781616,-3.5799484252929688,-1.8661164045333865,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_073\design_metrics.csv
s838,5,total_negative_slack_ns,288,0.4578222036361694,2.39969539642334,2.8236653804779053,-9.767878532409668,0.0,-2.6199939250946045,-1.3337754011154177,1.286218523979187,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s838,5,total_negative_slack_ns,288,-1.3878169059753418,4.426379203796387,5.92574405670166,-9.767878532409668,0.0,-2.6199939250946045,-7.013926982879639,-4.393932819366455,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_073\design_metrics.csv
s9234,4,total_negative_slack_ns,288,-0.479636549949646,12.470653533935549,20.75570297241211,-44.81858444213867,0.0,-12.493487358093262,-0.6457093358039856,11.8477783203125,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
